,,,,,,,09/04/2026,DESATUALIZADO,,,,,EM VERDE DATA APROVADA CLIENTE,EM LARANJA DATA NÃO APROVADA CLIENTE,10/04/2026,,,,,,,,
,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,,,10/04/2026 07:05:29,,DÚVIDA CLICA AQUI,,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,
Column 24,CARTELA,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,CÓD. OS ,DATA RECEB.,DT. ENTREGA,PRAZO,SITUAÇÃO DE ITENS,DATA SISTEMA,DATAS REPROGRAMADAS,APROVAÇÃO DO CLIENTE,CÓD. ALTERADO,CÓD. DO SISTEMA,POSIÇÃO NA PRODUÇÃO,PEDIDO NA EMPRESA EM DIAS,Column 23
1830,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15491124,406,15482095ADL000397-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1831,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15491124,380,15482098ADL000397-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1832,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15491124,370,15482101ADL000397-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1833,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15491124,379,15482104ADL000397-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1834,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15491124,10,15482165ADL000411-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1835,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15491124,10,15482168ADL000411-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1836,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15491124,23,15482171ADL000411-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1837,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491124,170,15482095ADL000397-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1838,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491124,170,15482098ADL000397-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1839,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491124,150,15482101ADL000397-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1840,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491124,170,15482104ADL000397-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1841,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491124,341,15482165ADL000411-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1842,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491124,320,15482168ADL000411-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1843,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491124,369,15482171ADL000411-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1844,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15491124,124,15482165ADL000411-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1845,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15491124,120,15482168ADL000411-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
1846,OK,DASS ITAPIPOCA,2,136926,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15491124,146,15482171ADL000411-,31/03/2026,20/05/2026,40,,18/05/2026,20/05/26,,#N/A,1380684,,10,
267,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,125CM,15303424,26,15302175ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
268,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,125CM,15303424,15,15302178ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
269,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303424,170,15302165ADL000360-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
270,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303424,160,15302168ADL000360-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
271,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303424,186,15302172ADL000360-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
272,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303424,180,15302175ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
273,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303424,180,15302178ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
274,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303424,180,15302181ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
275,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,135CM,15303424,280,15302165ADL000360-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
276,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,135CM,15303424,280,15302168ADL000360-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
277,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,135CM,15303424,349,15302172ADL000360-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
278,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,135CM,15303424,311,15302175ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
279,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,135CM,15303424,310,15302178ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
280,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,135CM,15303424,310,15302181ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
281,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,140CM,15303424,50,15302165ADL000360-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
282,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,140CM,15303424,57,15302168ADL000360-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
283,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,140CM,15303424,40,15302172ADL000360-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
284,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,140CM,15303424,107,15302175ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
285,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,140CM,15303424,60,15302178ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
286,OK,DASS ITAPIPOCA,2,135097,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,140CM,15303424,60,15302181ADL000361-,11/02/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1396818,,58,
1350,OK,DASS ITAPIPOCA,2,136601,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,130CM,15452659,90,15447445ITA11227-A,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412555,,21,
1351,OK,DASS ITAPIPOCA,2,136601,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,130CM,15452659,120,15447448ITA11227-B,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412555,,21,
1352,OK,DASS ITAPIPOCA,2,136601,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,135CM,15452659,201,15447445ITA11227-A,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412555,,21,
1353,OK,DASS ITAPIPOCA,2,136601,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,135CM,15452659,241,15447448ITA11227-B,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412555,,21,
1354,OK,DASS ITAPIPOCA,2,136601,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,140CM,15452659,138,15447445ITA11227-A,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412555,,21,
1355,OK,DASS ITAPIPOCA,2,136601,1412555,94736,ATAC. M10147 6MM POLIMP COR 6118/P,140CM,15452659,112,15447448ITA11227-B,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412555,,21,
1356,OK,DASS ITAPIPOCA,2,136601,1412553,94737,ATAC. M10147 6MM POLIMP COR 6119/P,130CM,15452659,90,15447445ITA11227-A,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412553,,21,
1357,OK,DASS ITAPIPOCA,2,136601,1412553,94737,ATAC. M10147 6MM POLIMP COR 6119/P,130CM,15452659,120,15447448ITA11227-B,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412553,,21,
1358,OK,DASS ITAPIPOCA,2,136601,1412553,94737,ATAC. M10147 6MM POLIMP COR 6119/P,135CM,15452659,201,15447445ITA11227-A,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412553,,21,
1359,OK,DASS ITAPIPOCA,2,136601,1412553,94737,ATAC. M10147 6MM POLIMP COR 6119/P,135CM,15452659,241,15447448ITA11227-B,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412553,,21,
1360,OK,DASS ITAPIPOCA,2,136601,1412553,94737,ATAC. M10147 6MM POLIMP COR 6119/P,140CM,15452659,138,15447445ITA11227-A,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412553,,21,
1361,OK,DASS ITAPIPOCA,2,136601,1412553,94737,ATAC. M10147 6MM POLIMP COR 6119/P,140CM,15452659,112,15447448ITA11227-B,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412553,,21,
1362,OK,DASS ITAPIPOCA,2,136601,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,130CM,15452659,421,15447460ITA11241-A,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412616,,21,
1363,OK,DASS ITAPIPOCA,2,136601,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,130CM,15452659,400,15447463ITA11241-B,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412616,,21,
1364,OK,DASS ITAPIPOCA,2,136601,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,130CM,15452659,447,15447466ITA11241-C,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412616,,21,
1365,OK,DASS ITAPIPOCA,2,136601,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,135CM,15452659,160,15447460ITA11241-A,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412616,,21,
1366,OK,DASS ITAPIPOCA,2,136601,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,135CM,15452659,150,15447463ITA11241-B,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412616,,21,
1367,OK,DASS ITAPIPOCA,2,136601,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,135CM,15452659,162,15447466ITA11241-C,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412616,,21,
1368,OK,DASS ITAPIPOCA,2,136601,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,140CM,15452659,35,15447460ITA11241-A,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412616,,21,
1369,OK,DASS ITAPIPOCA,2,136601,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,140CM,15452659,13,15447463ITA11241-B,20/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1412616,,21,
1847,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,145CM,15491165,60,15482302ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1848,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,145CM,15491165,60,15482305ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1849,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,145CM,15491165,60,15482308ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1850,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,145CM,15491165,63,15482311ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1851,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,150CM,15491165,310,15482302ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1852,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,150CM,15491165,310,15482305ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1853,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,150CM,15491165,280,15482308ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1854,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,150CM,15491165,308,15482311ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1855,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,155CM,15491165,190,15482302ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1856,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,155CM,15491165,190,15482305ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1857,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,155CM,15491165,170,15482308ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1858,OK,DASS ITAPIPOCA,2,136927,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,155CM,15491165,165,15482311ADL000431-,31/03/2026,25/05/2026,45,,25/05/2026,#N/A,#N/A,#N/A,1363662,,10,
1859,OK,DASS ITAPIPOCA,2,136927,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15491165,400,15482248ADL000430-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380683,,10,
1860,OK,DASS ITAPIPOCA,2,136927,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15491165,420,15482251ADL000430-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380683,,10,
1861,OK,DASS ITAPIPOCA,2,136927,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15491165,136,15482248ADL000430-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380683,,10,
1862,OK,DASS ITAPIPOCA,2,136927,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15491165,153,15482251ADL000430-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380683,,10,
1863,OK,DASS ITAPIPOCA,2,136927,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,115CM,15491165,11,15482153ADL000403-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380684,,10,
1864,OK,DASS ITAPIPOCA,2,136927,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491165,341,15482153ADL000403-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380684,,10,
1865,OK,DASS ITAPIPOCA,2,136927,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491165,340,15482156ADL000403-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380684,,10,
1866,OK,DASS ITAPIPOCA,2,136927,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491165,310,15482159ADL000403-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380684,,10,
1867,OK,DASS ITAPIPOCA,2,136927,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,120CM,15491165,362,15482162ADL000403-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380684,,10,
1868,OK,DASS ITAPIPOCA,2,136927,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15491165,245,15482153ADL000403-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380684,,10,
1869,OK,DASS ITAPIPOCA,2,136927,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15491165,230,15482156ADL000403-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380684,,10,
1870,OK,DASS ITAPIPOCA,2,136927,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15491165,230,15482159ADL000403-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380684,,10,
1871,OK,DASS ITAPIPOCA,2,136927,1380684,93923,ATAC. M60126 6MM ALPINA COR 2453,125CM,15491165,265,15482162ADL000403-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380684,,10,
1872,OK,DASS ITAPIPOCA,2,136927,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,115CM,15491165,20,15482215ADL000416-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380686,,10,
1873,OK,DASS ITAPIPOCA,2,136927,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,115CM,15491165,20,15482218ADL000416-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380686,,10,
1874,OK,DASS ITAPIPOCA,2,136927,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,115CM,15491165,32,15482221ADL000416-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380686,,10,
1875,OK,DASS ITAPIPOCA,2,136927,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,120CM,15491165,321,15482215ADL000416-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380686,,10,
1876,OK,DASS ITAPIPOCA,2,136927,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,120CM,15491165,310,15482218ADL000416-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380686,,10,
1877,OK,DASS ITAPIPOCA,2,136927,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,120CM,15491165,322,15482221ADL000416-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380686,,10,
1878,OK,DASS ITAPIPOCA,2,136927,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,125CM,15491165,128,15482215ADL000416-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380686,,10,
1879,OK,DASS ITAPIPOCA,2,136927,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,125CM,15491165,90,15482218ADL000416-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380686,,10,
1880,OK,DASS ITAPIPOCA,2,136927,1380686,94041,ATAC. M60126 6MM ALPINA COR 2455,125CM,15491165,63,15482221ADL000416-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380686,,10,
1881,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15491165,361,15482059ADL000400-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1882,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15491165,340,15482062ADL000400-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1883,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15491165,340,15482065ADL000400-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1884,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15491165,340,15482068ADL000400-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1885,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15491165,354,15482071ADL000400-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1886,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15491165,10,15482196ADL000415-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1887,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15491165,130,15482059ADL000400-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1888,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15491165,130,15482062ADL000400-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1889,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15491165,130,15482065ADL000400-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1890,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15491165,130,15482068ADL000400-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1891,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15491165,155,15482071ADL000400-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1892,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15491165,321,15482196ADL000415-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1893,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15491165,360,15482199ADL000415-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1894,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,125CM,15491165,142,15482196ADL000415-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
1895,OK,DASS ITAPIPOCA,2,136927,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,125CM,15491165,160,15482199ADL000415-,31/03/2026,27/05/2026,47,,25/05/2026,27/05/26,,#N/A,1380688,,10,
287,OK,DASS ITAPIPOCA,2,135098,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303520,180,15302184ADL000361-,11/02/2026,01/06/2026,52,,01/06/2026,#N/A,#N/A,#N/A,1396818,,58,
288,OK,DASS ITAPIPOCA,2,135098,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303520,180,15302187ADL000361-,11/02/2026,01/06/2026,52,,01/06/2026,#N/A,#N/A,#N/A,1396818,,58,
289,OK,DASS ITAPIPOCA,2,135098,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303520,180,15302191ADL000361-,11/02/2026,01/06/2026,52,,01/06/2026,#N/A,#N/A,#N/A,1396818,,58,
290,OK,DASS ITAPIPOCA,2,135098,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303520,170,15302194ADL000361-,11/02/2026,01/06/2026,52,,01/06/2026,#N/A,#N/A,#N/A,1396818,,58,
291,OK,DASS ITAPIPOCA,2,135098,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,130CM,15303520,228,15302197ADL000361-,11/02/2026,01/06/2026,52,,01/06/2026,#N/A,#N/A,#N/A,1396818,,58,
292,OK,DASS ITAPIPOCA,2,135098,1396818,92677,ATAC. M60126 6MM ALPINA COR 2000,135CM,15303520,310,15302184ADL000361-,11/02/2026,01/06/2026,52,,01/06/2026,#N/A,#N/A,#N/A,1396818,,58,
